LoanID,MemberID,LoanAmount,FundedAmount,Term,IntRate,Installment,Grade,SubGrade,IssueDate,LoanStatus,Purpose,ApplicationType,DTI,TotalPayment,LastPaymentDate
LN-00881,MB-0253,1778000.0,1682200.0,48,10.3,38655.55,A,A5,2022-01-18,Fully Paid,Wedding,Joint,18.1,1873874.29,2025-12-08
LN-00882,MB-0326,1461000.0,1456400.0,60,16.34,28239.6,C,C5,2024-09-08,Charged Off,Education,Joint,29.85,845268.43,2025-10-26
LN-00883,MB-0237,1671000.0,1504400.0,12,8.34,135822.25,A,A5,2022-11-21,Charged Off,Education,Joint,25.09,659972.8,2023-01-21
LN-00884,MB-0048,747000.0,696700.0,12,9.6,63631.93,A,A5,2024-05-26,Current,Medical Emergency,Joint,6.79,595869.25,2024-11-01
LN-00885,MB-0003,2654000.0,2582300.0,48,21.67,65455.93,E,E1,2021-06-07,Current,Business Expansion,Joint,3.67,2222290.16,2022-03-07
LN-00886,MB-0150,377000.0,357900.0,60,18.13,7046.45,D,D3,2022-01-12,Fully Paid,Debt Consolidation,Individual,37.63,424353.0,2026-12-13
LN-00887,MB-0017,1692000.0,1634100.0,60,10.54,30105.57,B,B3,2022-03-26,Current,Debt Consolidation,Joint,36.46,1317639.65,2022-09-05
LN-00888,MB-0056,295000.0,280600.0,24,9.16,12762.62,A,A1,04/01/2024,Fully Paid,Medical Emergency,Joint,8.12,321153.38,2025-12-16
LN-00889,MB-0203,2954000.0,2905700.0,36,9.16,88107.28,A,A3,2024-05-26,Current,Vehicle Purchase,Individual,40.73,1419358.29,2026-03-06
LN-00890,MB-0215,267000.0,264100.0,36,10.31,8092.46,A,A5,2021-07-06,Current,Agriculture,Joint,18.26,162301.49,2023-08-04
LN-00891,MB-0174,2600000.0,2378100.0,60,15.55,45798.24,C,C1,2021-04-26,CURRENT,Business Expansion,Joint,16.09,548337.82,2024-03-21
LN-00892,MB-0286,186000.0,177500.0,60,12.38,3324.57,B,B2,2024-11-28,fully paid,Business Expansion,Joint,32.12,141646.38,2027-12-16
LN-00893,MB-0125,2293000.0,2162300.0,12,17.42,211581.05,D,D2,2024-06-22,fully paid,Debt Consolidation,Joint,17.77,1294139.76,2025-01-09
LN-00894,MB-0002,959000.0,926100.0,36,13.46,29187.59,B,B3,2023-05-11,Fully Paid,Education,Individual,18.61,1072602.51,2026-05-06
LN-00895,MB-0054,486000.0,473700.0,12,14.04,45017.29,C,C4,2022-11-13,Late,Agriculture,Joint,2.06,256076.19,2023-07-08
LN-00896,MB-0315,1304000.0,1182600.0,60,18.54,23364.23,D,D4,2023-02-04,Current,Education,Individual,41.9,605464.95,2026-07-22
LN-00897,MB-0151,543000.0,522500.0,60,8.32,9432.87,A,A2,2023-05-24,Fully Paid,Vehicle Purchase,Individual,38.12,625498.35,14-04-2028
LN-00898,MB-0256,2081000.0,1977800.0,60,16.43,38379.21,C,C3,2024-01-26,Fully Paid,Home Renovation,Individual,28.75,2348844.29,2029-01-03
LN-00899,MB-0228,2693000.0,2623100.0,36,18.13,86074.11,D,D2,2022-10-29,Fully Paid,Medical Emergency,Individual,37.14,2911725.95,2025-10-22
LN-00900,MB-0041,2135000.0,2043200.0,60,10.7,37697.04,B,B3,2023-05-11,DEFAULT,Medical Emergency,Joint,39.05,1513531.25,2027-04-22
LN-00016,MB-0250,2411000.0,2178400.0,24,12.36,101985.43,B,B1,2024-05-13,Fully Paid,Agriculture,Joint,29.72,2336809.05,2026-05-22
LN-00301,MB-0039,2360000.0,2292200.0,12,20.85,230843.64,E,E5,2023-01-02,current,Agriculture,Joint,40.26,872102.04,2023-04-19
LN-00601,MB-0189,2437000.0,2373400.0,24,14.99,113715.53,C,C5,2022-07-04,Charged Off,Agriculture,Individual,37.0,643712.82,2023-04-10
